# Ef_eV: 0.0
# A_cell_A2: 100.0
E_eV,T_total
0.4575,0.527845879803388
0.45875,0.52792103580183
0.45999999999999996,0.52799435681062
0.46125000000000005,0.5280658871384097
0.4625,0.5281356700479235
0.46375,0.5282037477794813
0.46499999999999997,0.5282701615740485
0.46625000000000005,0.5283349516958226
0.4675,0.5283981574543599
0.46875,0.5284598172262516
0.47,0.5285199684763534
0.47125000000000006,0.5285786477785802
0.47250000000000003,0.5286358908362642
0.47375,0.5286917325020929
0.475,0.5287462067976273
0.47625000000000006,0.5287993469324083
0.47750000000000004,0.5288511853226605
0.47875,0.5289017536095977
0.48,0.5289510826773371
0.48125000000000007,0.5289992026704311
0.48250000000000004,0.5290461430110202
0.48375,0.5290919324156164
0.485,0.5291365989115223
0.48625000000000007,0.5291801698528931
0.48750000000000004,0.5292226719364472
0.48875,0.5292641312168338
0.49,0.5293045731216605
0.4912500000000001,0.5293440224661917
0.49250000000000005,0.5293825034677206
0.49375,0.5294200397596216
0.495,0.5294566544050916
0.49624999999999997,0.5294923699105825
0.49750000000000005,0.5295272082389354
0.49875,0.5295611908222175
0.5,0.529594338574273
